"0","date","time","season","trend","volume"
1221.6212417996421,"2016/10/23","18:20:0","17.0780785514","63.9406973694","88.0"
1130.3644801057128,"2016/10/23","18:40:0","17.0780785514","63.9406973694","79.0"
996.245000364244,"2016/10/23","19:0:0","-6.9705325597","63.9406973694","58.0"
1045.3794741870643,"2016/10/23","19:20:0","-6.9705325597","63.9406973694","74.0"
1146.8781515529336,"2016/10/23","19:40:0","-6.9705325597","63.9406973694","72.0"
975.1925209470179,"2016/10/23","20:0:0","-16.8521297819","63.9406973694","45.0"
765.2233644013353,"2016/10/23","20:20:0","-16.8521297819","60.5847850764","36.0"
647.9931285481239,"2016/10/23","20:40:0","-16.8521297819","60.5847850764","41.0"
595.2492303631201,"2016/10/23","21:0:0","-25.085115893","60.5847850764","34.0"
571.2815355352238,"2016/10/23","21:20:0","-25.085115893","60.5948491458","42.0"
493.381040366041,"2016/10/23","21:40:0","-25.085115893","60.5873502157","32.0"
204.84408475222978,"2016/10/23","22:0:0","-38.9517825597","60.5877329826","28.0"
314.8589506592555,"2016/10/23","22:20:0","-38.9517825597","60.5745207748","21.0"
346.726391664086,"2016/10/23","22:40:0","-38.9517825597","60.5402362049","40.0"
171.51424242423647,"2016/10/23","23:0:0","-46.7542131153","60.5283187775","15.0"
230.60437470343257,"2016/10/23","23:20:0","-46.7542131153","61.50597394","14.0"
201.85469450003995,"2016/10/23","23:40:0","-46.7542131153","61.50597394","11.0"
126.97030343299983,"2016/10/24","2:0:0","-55.5837270041","61.50597394","6.0"
133.37364176268179,"2016/10/24","2:20:0","-55.5837270041","61.5114573022","5.0"
123.77068271606217,"2016/10/24","2:40:0","-55.5837270041","61.5114573022","3.0"
115.30163253839645,"2016/10/24","3:0:0","-57.1267825597","61.5114573022","5.0"
108.76862535187162,"2016/10/24","3:40:0","-57.1267825597","61.5114573022","3.0"
63.80707452040754,"2016/10/24","6:0:0","-40.7760881153","61.5114573022","23.0"
102.25016920771013,"2016/10/24","6:20:0","-40.7760881153","61.5137790226","41.0"
129.82467897961578,"2016/10/24","6:40:0","-40.7760881153","65.5006661728","60.0"
166.8330040172917,"2016/10/24","7:0:0","2.9607174403","65.5006661728","75.0"
202.70017715173793,"2016/10/24","7:20:0","2.9607174403","65.4906910596","101.0"
231.1758516457865,"2016/10/24","7:40:0","2.9607174403","65.4795998506","99.0"
1849.6767201661537,"2016/10/24","8:0:0","52.0437035514","65.4795998506","174.0"
1998.8050429535647,"2016/10/24","8:20:0","52.0437035514","65.4795998506","122.0"
1911.9846434723627,"2016/10/24","8:40:0","52.0437035514","65.478033713","164.0"
1554.378291216246,"2016/10/24","9:0:0","62.199259107","65.4528386072","152.0"
1839.6571688565234,"2016/10/24","9:20:0","62.199259107","65.4615821298","113.0"
1212.8077456176438,"2016/10/24","9:40:0","62.199259107","63.7694718322","109.0"
1702.550529975206,"2016/10/24","10:0:0","23.2676618847","63.8106875678","79.0"
1716.8254960288434,"2016/10/24","10:20:0","23.2676618847","63.8787413863","93.0"
1680.1206331455398,"2016/10/24","10:40:0","23.2676618847","63.8787413863","81.0"
1450.3089988743266,"2016/10/24","11:0:0","14.408634107","63.9448165667","70.0"
1798.2523283882551,"2016/10/24","11:20:0","14.408634107","63.9436638028","80.0"
1329.2331750248147,"2016/10/24","11:40:0","14.408634107","63.9447037495","66.0"
1081.7187620422321,"2016/10/24","12:0:0","32.4526034052","63.951217163","91.0"
1031.0393197942524,"2016/10/24","12:20:0","32.4526034052","63.9275032268","81.0"
1202.6181237363448,"2016/10/24","12:40:0","32.4526034052","64.2041679248","74.0"
1587.4495942195144,"2016/10/24","13:0:0","39.8520368847","64.2041679248","81.0"
1801.2456450669636,"2016/10/24","13:20:0","39.8520368847","64.2144473668","87.0"
1452.8814086802008,"2016/10/24","13:40:0","39.8520368847","64.2964854221","77.0"
1493.6833220164053,"2016/10/24","14:0:0","38.9270368847","64.3241697036","102.0"
1353.1673998265337,"2016/10/24","14:20:0","38.9270368847","64.3241697036","92.0"
1364.2567267353866,"2016/10/24","14:40:0","38.9270368847","64.3090311729","92.0"
1566.4813803758939,"2016/10/24","15:0:0","36.2791202181","64.3653261619","80.0"
1401.4049391762483,"2016/10/24","15:20:0","36.2791202181","64.3714343615","102.0"
1213.9089224384854,"2016/10/24","15:40:0","36.2791202181","66.5011331751","71.0"
1336.8872196763198,"2016/10/24","16:0:0","33.480509107","66.5569089719","101.0"
1158.4793385974504,"2016/10/24","16:20:0","33.480509107","66.6200651441","80.0"
1278.0300234576744,"2016/10/24","16:40:0","33.480509107","66.6311684028","81.0"
1173.6691509448451,"2016/10/24","17:0:0","27.880509107","66.6738684718","80.0"
1050.3632018003236,"2016/10/24","17:20:0","27.880509107","66.6490066082","97.0"
1481.2353681329557,"2016/10/24","17:40:0","27.880509107","66.6422908895","80.0"
1401.155893697357,"2016/10/24","18:0:0","17.0780785514","66.6422908895","91.0"
1204.224768625129,"2016/10/24","18:20:0","17.0780785514","66.6422908895","94.0"
1114.3303215570763,"2016/10/24","18:40:0","17.0780785514","59.8147509471","74.0"
981.9288930125505,"2016/10/24","19:0:0","-6.9705325597","59.8147509471","56.0"
1030.388622857578,"2016/10/24","19:20:0","-6.9705325597","59.8147509471","51.0"
1130.2905732154536,"2016/10/24","19:40:0","-6.9705325597","59.8147509471","58.0"
923.4493802643174,"2016/10/24","20:0:0","-16.8521297819","59.8147509471","35.0"
725.0804790146877,"2016/10/24","20:20:0","-16.8521297819","63.607657677","49.0"
614.2343638341813,"2016/10/24","20:40:0","-16.8521297819","63.607657677","43.0"
563.934048907967,"2016/10/24","21:0:0","-25.085115893","63.607657677","32.0"
541.3851725957826,"2016/10/24","21:20:0","-25.085115893","63.607657677","38.0"
467.68053700490293,"2016/10/24","21:40:0","-25.085115893","63.628689479","34.0"
205.63719567972393,"2016/10/24","22:0:0","-38.9517825597","63.628689479","19.0"
316.1251696993889,"2016/10/24","22:20:0","-38.9517825597","63.628689479","30.0"
348.12147535455097,"2016/10/24","22:40:0","-38.9517825597","63.628689479","33.0"
172.19747204968345,"2016/10/24","23:0:0","-46.7542131153","59.2804611468","11.0"
231.542530369845,"2016/10/24","23:20:0","-46.7542131153","59.2804611468","13.0"
202.67542919662395,"2016/10/24","23:40:0","-46.7542131153","59.2804611468","19.0"
